"GeneID","Block","logFC","adj.P.Val","Enrichment","AveExpr","t","P.Value","B"
"CAMK2N2","44_Normal vs 502_Tumor",-1.13473210841377,6.65503868055721e-53,"Tumor",2.09978129768571,-17.7242798710866,6.59636574315754e-56,116.389531631998
"HOXC6","44_Normal vs 502_Tumor",-1.16933015575373,1.20382886190811e-51,"Tumor",1.96814655001314,-17.4630938425205,1.25601634087131e-54,113.4147146176
"FAM3D","44_Normal vs 502_Tumor",4.42722324422983,4.88810511762403e-51,"Normal",3.7268360370181,17.334161475171,5.3550110840474e-54,111.993229340701
"B3GNT4","44_Normal vs 502_Tumor",-0.945320466659836,8.75647265945582e-51,"Tumor",2.11420859629672,-17.2781048279672,1.00496843084161e-53,111.429815754027
"SPOCD1","44_Normal vs 502_Tumor",-1.2176158216772,1.71312052332385e-50,"Tumor",2.14937543668146,-17.2143216064746,2.0554943938885e-53,110.667597334384
"ZIC5","44_Normal vs 502_Tumor",-1.25373898135515,4.02381012883379e-50,"Tumor",2.0187109363784,-17.1343147956839,5.03789676519437e-53,109.738088484754
"GJC1","44_Normal vs 502_Tumor",-1.46539117150679,4.92728087281818e-49,"Tumor",2.65676359254517,-16.9064851281452,6.42610578644971e-52,107.29412940584
"COLGALT1","44_Normal vs 502_Tumor",-1.83677951322206,9.48845584167637e-49,"Tumor",6.96830078430536,-16.8441735099802,1.28697298702898e-51,106.541708726327
"ARTN","44_Normal vs 502_Tumor",-2.38145464153763,1.37077078525522e-48,"Tumor",3.71604006535773,-16.8077477583133,1.93076379581047e-51,106.218510614154
"GRIN2D","44_Normal vs 502_Tumor",-1.90043458528667,2.32557848734672e-48,"Tumor",2.95904901703703,-16.7569716389629,3.39695329154928e-51,105.624923509241
"EME1","44_Normal vs 502_Tumor",-1.36706361766267,2.99733432559627e-48,"Tumor",2.77280040718009,-16.730992852394,4.53454512193082e-51,105.371108835631
"HMGA2","44_Normal vs 502_Tumor",-1.80217529644073,5.98819567006181e-48,"Tumor",2.71085711412395,-16.6656425807513,9.37168710427536e-51,104.58104271049
"PRELID3A","44_Normal vs 502_Tumor",-1.08537905817969,3.49356945606438e-47,"Tumor",2.37258519827319,-16.5035677257453,5.64978105994031e-50,102.860875166533
"GAST","44_Normal vs 502_Tumor",-2.16633239646826,4.36322909494212e-47,"Tumor",3.06965088969465,-16.4806074709131,7.28380880787458e-50,102.551489313328
"MYBL2","44_Normal vs 502_Tumor",-2.53680313820496,4.14812276402758e-46,"Tumor",6.61096157140305,-16.2738026271035,7.14111592743023e-49,100.258749570618
"HOXD13","44_Normal vs 502_Tumor",-1.79247211336174,7.99726788963265e-46,"Tumor",2.58821246128451,-16.211455255972,1.41847309847937e-48,99.5622757000129
"FMO2","44_Normal vs 502_Tumor",3.45539763174344,8.91644476291113e-46,"Normal",2.68010624833643,16.1989281165101,1.6280221540085e-48,99.4790740499747
"HOXC8","44_Normal vs 502_Tumor",-1.20219727301862,1.19357591803563e-45,"Tumor",1.98677700455229,-16.1698384604852,2.24157405442551e-48,99.0782304601618
"PLAC1","44_Normal vs 502_Tumor",-1.32222807011536,1.72715361408405e-45,"Tumor",2.13799765997949,-16.133709952636,3.33375156351973e-48,98.6942035980743
"HOXC10","44_Normal vs 502_Tumor",-2.02038351283985,1.79514190736085e-45,"Tumor",2.95422977683049,-16.1277655503112,3.55863073085255e-48,98.6857005610506
"COL10A1","44_Normal vs 502_Tumor",-2.74303411112558,5.26219893936151e-45,"Tumor",3.76145212127621,-16.0273483072448,1.07061275306536e-47,97.607317392575
"FSCN1","44_Normal vs 502_Tumor",-2.26693007775809,6.6407759236279e-45,"Tumor",9.09012558366146,-16.0037948273136,1.38573236446928e-47,97.3768036126818
"CDCA5","44_Normal vs 502_Tumor",-2.22058493376813,7.41185805242842e-45,"Tumor",5.37534596092123,-15.9915068726218,1.58530012076564e-47,97.1555891799068
"PLPP4","44_Normal vs 502_Tumor",-1.75638659122085,3.37039313158429e-44,"Tumor",2.6910877266367,-15.8507422021571,7.3846581212656e-47,95.6578669099562
"AUNIP","44_Normal vs 502_Tumor",-1.55882621072998,5.76017679583786e-44,"Tumor",3.37509192584683,-15.7994458043186,1.29212583974661e-46,95.1358130724587
"UBE2C","44_Normal vs 502_Tumor",-2.33555610011011,6.38075408923213e-44,"Tumor",6.99978540630796,-15.7879482980385,1.4646208979405e-46,95.0145122063957
"DNMT3B","44_Normal vs 502_Tumor",-1.62775395406537,1.08669416094124e-43,"Tumor",3.14533580014468,-15.7369956992803,2.55105833597766e-46,94.5146106807215
"CDC20","44_Normal vs 502_Tumor",-2.20574384986692,1.20235262025839e-43,"Tumor",7.15152179559548,-15.7256825418889,2.88529503531148e-46,94.350065868048
"LHX5","44_Normal vs 502_Tumor",-1.08973695979365,1.27021143715408e-43,"Tumor",1.82950526085066,-15.7186599090088,3.11440020586581e-46,94.1395639029439
"LBX2","44_Normal vs 502_Tumor",-0.738631525407636,1.65882430662007e-43,"Tumor",1.59894019510078,-15.692181863091,4.15376737011652e-46,93.8548192497277
"MUC21","44_Normal vs 502_Tumor",4.89716536425264,5.7205210985475e-43,"Normal",2.7734477785658,15.5762666930063,1.46228563737716e-45,92.7611365751208
"BIRC5","44_Normal vs 502_Tumor",-2.15099953414133,7.24984777024405e-43,"Tumor",5.92429852305812,-15.5525454992787,1.89103442282958e-45,92.4563849347749
"PKMYT1","44_Normal vs 502_Tumor",-2.09107268264864,2.18672629151574e-42,"Tumor",4.64558301429209,-15.4487044397766,5.81788517227308e-45,91.3177070001261
"MYZAP","44_Normal vs 502_Tumor",1.76851063394511,2.77945242828243e-42,"Normal",1.99975654324611,15.4247100239012,7.53985738800595e-45,91.0814249476404
"SH2D2A","44_Normal vs 502_Tumor",-1.94880405909583,3.85262955043256e-42,"Tumor",3.91819401279507,-15.3927078179197,1.06520614624094e-44,90.7471837481879
"HOXC4","44_Normal vs 502_Tumor",-1.11265474904933,5.90675332034682e-42,"Tumor",2.15481842507813,-15.3513614443239,1.6639609750051e-44,90.2801040114932
"HOXC13","44_Normal vs 502_Tumor",-2.19933071681048,7.84304882278695e-42,"Tumor",3.58133936436421,-15.3233530198319,2.25034005557558e-44,90.0742596896066
"CAB39L","44_Normal vs 502_Tumor",1.37277848826341,7.94915314671682e-42,"Normal",2.73172506356349,15.320433358883,2.32225247126163e-44,89.9748854173928
"CCN4","44_Normal vs 502_Tumor",-2.10006448611464,1.06680390261398e-41,"Tumor",3.36577420346943,-15.2914733119589,3.1721958604516e-44,89.7194654384727
"CD276","44_Normal vs 502_Tumor",-2.17731169255891,2.34179147912369e-41,"Tumor",6.34642408147229,-15.2167516985672,7.0856020548372e-44,88.8892201335478
"KIF2C","44_Normal vs 502_Tumor",-2.16172796278325,3.48673678125684e-41,"Tumor",5.3567132754158,-15.1780949216175,1.07317789187831e-43,88.447843024403
"CENPA","44_Normal vs 502_Tumor",-1.97158187752449,5.37830324532053e-41,"Tumor",4.33927248153992,-15.1361280609874,1.68343781480115e-43,87.9997290868039
"ICAM5","44_Normal vs 502_Tumor",-1.1751684178116,6.04015158638561e-41,"Tumor",2.21279949303968,-15.1237601461339,1.92210990020096e-43,87.8452749541036
"PARP12","44_Normal vs 502_Tumor",-1.72264564990946,6.81070478263935e-41,"Tumor",5.32125500312843,-15.1110389601755,2.20284676573446e-43,87.7488187770523
"SLC52A2","44_Normal vs 502_Tumor",-1.43347841636746,7.5563620766653e-41,"Tumor",6.67002603646713,-15.0983773165284,2.52286072777182e-43,87.6533745038822
"FANCB","44_Normal vs 502_Tumor",-0.888047548348237,7.5563620766653e-41,"Tumor",2.11140596711495,-15.0987951520373,2.51159489760814e-43,87.6407238366133
"TK1","44_Normal vs 502_Tumor",-2.20620243314681,8.26779689206736e-41,"Tumor",7.61685167282016,-15.0885280556876,2.80352025658291e-43,87.5521500610413
"KIF26B","44_Normal vs 502_Tumor",-1.50660951978977,2.32386892183395e-40,"Tumor",2.75249690332118,-14.9896977425009,8.06687516604646e-43,86.4978808560201
"PSMB2","44_Normal vs 502_Tumor",-1.10671002870378,2.32386892183395e-40,"Tumor",6.96946347566349,-14.9890548803699,8.12244862866474e-43,86.502605596285
"CDC25B","44_Normal vs 502_Tumor",-1.96254831935814,2.72555201528843e-40,"Tumor",6.94687829137149,-14.9727346001904,9.66860749332844e-43,86.3218765678088
"STX1A","44_Normal vs 502_Tumor",-1.33248894586923,2.78827944758594e-40,"Tumor",2.94772180328275,-14.9692352581447,1.00365841662804e-42,86.3076134855654
"PIF1","44_Normal vs 502_Tumor",-1.20962386771619,6.14464523663036e-40,"Tumor",2.57043761641034,-14.893779972614,2.24385813847423e-42,85.4989609892157
"KPNA2","44_Normal vs 502_Tumor",-1.6880335990585,6.49029976620699e-40,"Tumor",7.59926486999702,-14.8873095880655,2.40394012937919e-42,85.4298234390916
"MRGBP","44_Normal vs 502_Tumor",-1.49848073580183,6.67643312160062e-40,"Tumor",5.30899633572449,-14.8833409613163,2.50771132951768e-42,85.3520927802662
"MTBP","44_Normal vs 502_Tumor",-1.02879893601546,8.56603301653995e-40,"Tumor",2.40289065060949,-14.8586322747048,3.26214414005643e-42,85.1253998818692
"NETO2","44_Normal vs 502_Tumor",-1.89868980507388,1.27471163223369e-39,"Tumor",4.05476286813977,-14.8199768117066,4.92089627968558e-42,84.675213638389
"PLK1","44_Normal vs 502_Tumor",-2.0920352435663,1.68376429996364e-39,"Tumor",5.35645928250949,-14.7925199222601,6.58784091487677e-42,84.3844888949438
"TPX2","44_Normal vs 502_Tumor",-2.29858893487991,1.91515486429612e-39,"Tumor",6.62049157585772,-14.7791466070927,7.59308099986985e-42,84.2729728640238
"HOMER3","44_Normal vs 502_Tumor",-1.9840198176969,2.02703367822568e-39,"Tumor",5.83021131368957,-14.7725672049823,8.14239622428803e-42,84.1916254922351
"CDCA4","44_Normal vs 502_Tumor",-1.59486089049997,2.67361516985053e-39,"Tumor",6.2057016803055,-14.7452592491417,1.08791268844667e-41,83.9216312244862
"C1QTNF6","44_Normal vs 502_Tumor",-2.37398318694059,4.34033819491315e-39,"Tumor",4.16872515210754,-14.6983460573187,1.78875641607877e-41,83.4307263832562
"MTFR2","44_Normal vs 502_Tumor",-1.46582821133501,4.73797881417894e-39,"Tumor",3.30004811086782,-14.6888816345028,1.97735043629983e-41,83.3292741826022
"ACOT7","44_Normal vs 502_Tumor",-1.54819341511204,9.52645905023754e-39,"Tumor",6.09669816006627,-14.6216846823906,4.02547437565465e-41,82.6270098646197
"SERPINH1","44_Normal vs 502_Tumor",-2.5077364536955,1.03513453745576e-38,"Tumor",7.56056095036003,-14.6126650368917,4.42803652101685e-41,82.5413463123295
"HOXB7","44_Normal vs 502_Tumor",-2.56884275894126,1.51508870775837e-38,"Tumor",3.89969516988444,-14.5754434837131,6.56019420647632e-41,82.1582820588236
"GPD1L","44_Normal vs 502_Tumor",2.00086424510098,1.546591871817e-38,"Normal",3.81300608873972,14.572358731276,6.7772819256418e-41,82.1205701701616
"H2BC17","44_Normal vs 502_Tumor",-1.06348421730846,2.72277543175493e-38,"Tumor",1.95812277131418,-14.5175984594851,1.20734473211523e-40,81.3861599298364
"EN1","44_Normal vs 502_Tumor",-1.74661713550121,4.40877223579927e-38,"Tumor",2.83376627526616,-14.4707131278824,1.9779561389678e-40,80.9913460377596
"BMP1","44_Normal vs 502_Tumor",-1.94151125761684,4.56698288338278e-38,"Tumor",5.31108885405116,-14.4662630290689,2.07276076401639e-40,80.9817032147179
"XRCC2","44_Normal vs 502_Tumor",-1.23903166511829,4.68100444443535e-38,"Tumor",2.65557180815091,-14.4628323124839,2.14892999692374e-40,80.9814861982118
"ADAM12","44_Normal vs 502_Tumor",-2.39260037310054,4.82114923917266e-38,"Tumor",3.75464289590884,-14.4589533636861,2.23841766543047e-40,80.9339444810403
"COL4A2","44_Normal vs 502_Tumor",-2.85756312483035,4.89413412194486e-38,"Tumor",7.31174009919623,-14.4564623368886,2.29783541642776e-40,80.9060655794227
"COL4A1","44_Normal vs 502_Tumor",-3.08207676142146,1.00312374719173e-37,"Tumor",7.11254527258921,-14.3870975988921,4.76207736420508e-40,80.1787651294265
"SLC26A6","44_Normal vs 502_Tumor",-1.34303329773788,1.03642910425835e-37,"Tumor",3.4132791481979,-14.3829435602731,4.97425413906661e-40,80.1238084819511
"MFAP2","44_Normal vs 502_Tumor",-3.07413674460056,1.1797980453579e-37,"Tumor",5.71736621105609,-14.3695631338418,5.72388847713939e-40,79.970604531175
"KHDC1L","44_Normal vs 502_Tumor",-1.76116319949969,1.30663928453644e-37,"Tumor",2.70722329498951,-14.3588059764939,6.40743349921359e-40,79.791585109902
"SHOX2","44_Normal vs 502_Tumor",-1.18548722909609,1.437516482894e-37,"Tumor",2.31617819839435,-14.3486910930997,7.12421440215607e-40,79.6895892361882
"BLOC1S3","44_Normal vs 502_Tumor",-1.22828711584704,1.49497133828424e-37,"Tumor",4.79446110284914,-14.3439529616704,7.48694498801645e-40,79.7159599655951
"CCL11","44_Normal vs 502_Tumor",-1.76586120287279,1.55432191306871e-37,"Tumor",2.82573399801684,-14.3392490841618,7.86526295412722e-40,79.6162857904361
"APBA2","44_Normal vs 502_Tumor",-1.24426566574843,1.77691786666476e-37,"Tumor",2.39880904696989,-14.325494966745,9.08435238839517e-40,79.4765997552249
"ATP6V0A4","44_Normal vs 502_Tumor",2.42138314923834,2.1548446908616e-37,"Normal",1.97272116424235,14.3061094837932,1.11288864518388e-39,79.340810813302
"COL7A1","44_Normal vs 502_Tumor",-2.62245633468337,2.80974765279061e-37,"Tumor",6.74377084211187,-14.2797876473819,1.46577685470844e-39,79.0683913732699
"SMCO2","44_Normal vs 502_Tumor",-0.730197517005625,2.82543794451391e-37,"Tumor",1.88359171675764,-14.2783038841846,1.48870171837814e-39,78.9773540439829
"TEDC2","44_Normal vs 502_Tumor",-1.67759076665645,4.3967647159427e-37,"Tumor",3.50949999883893,-14.2350525130262,2.33955866777691e-39,78.6101101409092
"USB1","44_Normal vs 502_Tumor",-1.44780659131457,5.2860310369433e-37,"Tumor",5.1935646328854,-14.2164774190148,2.84032133551651e-39,78.4044257355031
"FAM72B","44_Normal vs 502_Tumor",-0.745792982027126,6.70643012919647e-37,"Tumor",1.78517589380051,-14.1927429248277,3.6385243540948e-39,78.0435386836215
"CDCA3","44_Normal vs 502_Tumor",-1.6674793811752,7.31192316227773e-37,"Tumor",3.7118243877239,-14.1835371072559,4.00517466763609e-39,78.0634114029435
"TAGLN2","44_Normal vs 502_Tumor",-1.12604365814849,1.17726259297967e-36,"Tumor",10.5578650488798,-14.1369193636896,6.50998147299518e-39,77.6136801583262
"SHCBP1","44_Normal vs 502_Tumor",-1.62231517831,1.25365477078394e-36,"Tumor",4.00670479425727,-14.1299784470665,6.99781211716217e-39,77.5012814891877
"CEP55","44_Normal vs 502_Tumor",-2.21527811313566,1.41289121215422e-36,"Tumor",5.55307265008788,-14.1175954546194,7.9603657422221e-39,77.3799605360561
"WDR53","44_Normal vs 502_Tumor",-1.28979778567028,1.67230417951496e-36,"Tumor",4.96371950690195,-14.1005054812489,9.50916352272581e-39,77.2090442808596
"ORC6","44_Normal vs 502_Tumor",-1.58520535305791,1.92169054212359e-36,"Tumor",3.46858640007223,-14.0862580744017,1.10274901994676e-38,77.0742372217065
"AURKA","44_Normal vs 502_Tumor",-1.97657214127922,2.05176805353864e-36,"Tumor",5.17101089067883,-14.0790858244794,1.18809668706135e-38,76.9811937375603
"RAD54B","44_Normal vs 502_Tumor",-0.762135130897392,2.25077709199437e-36,"Tumor",1.9386121883604,-14.0693135506505,1.31507660443095e-38,76.8249638330606
"CFL1","44_Normal vs 502_Tumor",-1.05597017081411,2.36917290169874e-36,"Tumor",9.37112338813304,-14.0635229206098,1.39661191450758e-38,76.8578259475026
"FAM72D","44_Normal vs 502_Tumor",-0.587965644558735,2.40429425230351e-36,"Nonsignif",1.50648252483989,-14.0612579284137,1.42985833774636e-38,76.5929152613595
"PLAU","44_Normal vs 502_Tumor",-2.91226353319153,5.39802856569099e-36,"Tumor",8.01340524735472,-13.9824466074963,3.23842289662718e-38,76.0202796355844
"FZD2","44_Normal vs 502_Tumor",-1.73231110902304,6.97460345268826e-36,"Tumor",3.54473106884475,-13.9568650497043,4.22063749028034e-38,75.7566696870979
"IBSP","44_Normal vs 502_Tumor",-1.23800504434453,7.76920078513068e-36,"Tumor",2.00229024937336,-13.9456100097236,4.74201310376279e-38,75.4211036199873
"CLEC3B","44_Normal vs 502_Tumor",2.15229284479306,8.15786116520578e-36,"Normal",3.18590804144517,13.9400690969009,5.02179361205218e-38,75.5828550882428
"CCNB2","44_Normal vs 502_Tumor",-1.92657844808807,9.44112119589667e-36,"Tumor",5.52218460731014,-13.9251273838044,5.8609913000767e-38,75.4133678162768
"NDRG2","44_Normal vs 502_Tumor",2.33809392143627,9.77850076745015e-36,"Normal",5.01969845432944,13.9209219676414,6.1214465652565e-38,75.3943676005493
"KIF14","44_Normal vs 502_Tumor",-1.55765551339713,1.05892487306746e-35,"Tumor",3.18784394188176,-13.912413323876,6.68422503214371e-38,75.3083148086402
"NRIP3","44_Normal vs 502_Tumor",-1.4495929568209,1.23795927034061e-35,"Tumor",2.74156845691664,-13.8964984520967,7.8789207043432e-38,75.0948335010111
"TPBG","44_Normal vs 502_Tumor",-1.74548695832824,1.55241687519517e-35,"Tumor",5.42231431646483,-13.8737871360954,9.96125388121476e-38,74.8909353605673
"CDC25C","44_Normal vs 502_Tumor",-1.40375244132236,1.89266235234744e-35,"Tumor",3.01696937906022,-13.8537965839148,1.22432120450249e-37,74.7091515977446
"STC2","44_Normal vs 502_Tumor",-2.06025487124055,2.10706008364107e-35,"Tumor",3.63347072501521,-13.8426123405929,1.37400234991462e-37,74.5888273609677
"ARPC1B","44_Normal vs 502_Tumor",-1.69859088508384,2.21798925625689e-35,"Tumor",7.49032465674987,-13.8368629387016,1.45790936558176e-37,74.5345778088905
"PTK7","44_Normal vs 502_Tumor",-1.91442214824651,2.35972262041509e-35,"Tumor",6.20795993656606,-13.8300865998982,1.56338240279992e-37,74.4559178745122
"TUBB3","44_Normal vs 502_Tumor",-1.25817196236571,2.56103108060246e-35,"Tumor",2.55003765038863,-13.8213811557108,1.71011517719816e-37,74.3383999253951
"CENPI","44_Normal vs 502_Tumor",-1.30411540394384,2.97102063518493e-35,"Tumor",2.92946276600712,-13.806209625714,1.99938265918335e-37,74.2234505439653
"MAL","44_Normal vs 502_Tumor",5.18408499687385,3.13007150589336e-35,"Normal",4.68108804791273,13.8003950914214,2.12274660006331e-37,74.1646444850485
"FOXD2","44_Normal vs 502_Tumor",-0.621929256280245,3.56412383652389e-35,"Tumor",1.54296327199455,-13.7870348505961,2.43570464074615e-37,73.7740852715257
"ZNF707","44_Normal vs 502_Tumor",-1.1707038886737,3.58603500853748e-35,"Tumor",3.36621717453483,-13.7857003393089,2.46938609800692e-37,73.9890381127652
"FAM72A","44_Normal vs 502_Tumor",-0.612789421804082,3.98323008665628e-35,"Tumor",1.5799227225177,-13.7747571113677,2.76367886444408e-37,73.6871933421138
"KHDC1","44_Normal vs 502_Tumor",-0.854558112308092,4.19737106471666e-35,"Tumor",2.09830009506437,-13.7689378640135,2.93415265622636e-37,73.7626785596806
"ADAMTS12","44_Normal vs 502_Tumor",-1.72852093807822,4.68278604726477e-35,"Tumor",2.9743589537063,-13.7575723101543,3.29790868788535e-37,73.6476827803498
"CSF2","44_Normal vs 502_Tumor",-1.88664815530684,5.25567764757568e-35,"Tumor",2.87985390175437,-13.7456256332342,3.72879211263129e-37,73.4679475319331
"NCLN","44_Normal vs 502_Tumor",-1.16409391157675,5.81293687342549e-35,"Tumor",6.67801411404424,-13.7351043007101,4.15448041973651e-37,73.4980007427021
"CYP4B1","44_Normal vs 502_Tumor",2.96848180290638,7.00977608174796e-35,"Normal",2.39412492189958,13.7161652324466,5.04642443153643e-37,73.3029218205203
"CCNP","44_Normal vs 502_Tumor",-0.974731425161331,7.48004445805541e-35,"Tumor",1.82200168526015,-13.7091359983656,5.42399801590955e-37,72.9857438147687
"HOXA11","44_Normal vs 502_Tumor",-0.963471400089703,7.96363802424216e-35,"Tumor",1.68310884454434,-13.7023328450447,5.81621014864574e-37,72.8728196585919
"DNAH17","44_Normal vs 502_Tumor",-1.76232256057807,8.18172974739998e-35,"Tumor",2.91250504049464,-13.6990059762226,6.01817462769783e-37,73.0412620942488
"MMP11","44_Normal vs 502_Tumor",-3.67018075715124,1.00715623153034e-34,"Tumor",5.18013311619987,-13.6780545383326,7.46080572159782e-37,72.9193612058651
"CDC45","44_Normal vs 502_Tumor",-2.00943543808528,1.28536053177967e-34,"Tumor",4.77969377386433,-13.6535688829433,9.58873994702348e-37,72.6434652429584
"RAD51","44_Normal vs 502_Tumor",-1.63889213793157,1.30807732166367e-34,"Tumor",4.21146776701126,-13.6511782037314,9.8264455276524e-37,72.6192516909501
"AIM2","44_Normal vs 502_Tumor",-3.00790610516613,1.33543118124586e-34,"Tumor",4.5888299993599,-13.6484818536479,1.01015974375632e-36,72.6200699330183
"TMPRSS11B","44_Normal vs 502_Tumor",3.66309031873756,1.64016449891346e-34,"Normal",2.46037680862416,13.6277338396679,1.24922539955848e-36,72.4092832700414
"H2AC11","44_Normal vs 502_Tumor",-1.07454486506505,1.90994241617237e-34,"Tumor",2.33476361622519,-13.612183223616,1.46466448524878e-36,72.1802198909105
"DLX1","44_Normal vs 502_Tumor",-1.03297952604881,2.50695742436111e-34,"Tumor",2.15903468352098,-13.5849149459237,1.9355714894123e-36,71.850094328213
"GPR158","44_Normal vs 502_Tumor",-0.927537552213238,2.83584307801537e-34,"Tumor",1.70413599463654,-13.5721896776732,2.20429140082576e-36,71.5634145363591
"PLOD1","44_Normal vs 502_Tumor",-1.82649363959678,4.09417168249328e-34,"Tumor",6.86748623139755,-13.5355570006099,3.20374433916215e-36,71.4769935022984
"AATF","44_Normal vs 502_Tumor",-1.06308504808413,4.35150102608396e-34,"Tumor",5.96720473077212,-13.5289289141295,3.42780872731326e-36,71.4091070430757
"CDC6","44_Normal vs 502_Tumor",-1.91689715445115,5.29512077763389e-34,"Tumor",4.52407110374943,-13.5090289622598,4.19874984715088e-36,71.1864560018687
"LAMC2","44_Normal vs 502_Tumor",-3.79518151528595,5.44916320647398e-34,"Tumor",8.661184278474,-13.5055712789065,4.34932427664729e-36,71.1749061467544
"H2AC13","44_Normal vs 502_Tumor",-1.23108949102182,6.09867899496069e-34,"Tumor",2.40399935017557,-13.4938776569464,4.89955952435676e-36,70.9617182991674
"DUSP9","44_Normal vs 502_Tumor",-1.81868975333331,7.50080055802462e-34,"Tumor",3.05598711688818,-13.4729162808602,6.06512643587989e-36,70.7877394224094
"RNASE10","44_Normal vs 502_Tumor",-1.47791391921529,8.05244382084004e-34,"Tumor",2.28721216321955,-13.4653103222618,6.5531912778499e-36,70.5439529329899
"NUTF2","44_Normal vs 502_Tumor",-1.06145125313759,8.21020253125208e-34,"Tumor",6.60408948408379,-13.4627752361126,6.72440814547747e-36,70.7451269966287
"AURKB","44_Normal vs 502_Tumor",-2.14272431685139,8.27702648283217e-34,"Tumor",5.58365599844023,-13.461354302534,6.82231824449624e-36,70.7148962268293
"UBE2S","44_Normal vs 502_Tumor",-1.87473862684914,8.48454606533176e-34,"Tumor",5.61257196241099,-13.4582997693547,7.03762754649565e-36,70.6880867857803
"CBX3","44_Normal vs 502_Tumor",-1.28053498018642,8.82393109696654e-34,"Tumor",6.99524247632623,-13.4538271597147,7.36516759097839e-36,70.6554113977775
"SH2D5","44_Normal vs 502_Tumor",-1.92309351758712,9.21445668566061e-34,"Tumor",3.14887306161688,-13.4489559148292,7.73920145229985e-36,70.5594358686355
"TM4SF19","44_Normal vs 502_Tumor",-1.83479206037813,1.16822431480386e-33,"Tumor",3.2328428308742,-13.4249995540484,9.87283316804345e-36,70.3471932914986
"RPN1","44_Normal vs 502_Tumor",-1.09073617597266,1.21139584369543e-33,"Tumor",8.40886582841824,-13.4208215806986,1.03008775899815e-35,70.323697672767
"CNGB1","44_Normal vs 502_Tumor",-1.59420212487385,1.21396838117209e-33,"Tumor",2.56967493471565,-13.4200106056187,1.03860824514697e-35,70.1518741897294
"ARFGAP1","44_Normal vs 502_Tumor",-1.18159077604921,1.65528915549945e-33,"Tumor",5.51332303307352,-13.3888668699215,1.42481459991345e-35,69.9974198592491
"HAPLN1","44_Normal vs 502_Tumor",-0.783986594913592,1.75491853767102e-33,"Tumor",1.61117212439865,-13.3825098865594,1.51972704498612e-35,69.6427159524366
"SNX10","44_Normal vs 502_Tumor",-1.95132160018885,1.81902128490273e-33,"Tumor",3.92330295454329,-13.3783805621198,1.58472823088714e-35,69.8878643738788
